FULL_NAME,WEB_SITE,SHORT_NAME,UC_NO,REGISTER_NO
深圳市凤翔投资管理有限公司,http://www.fenixwealth.com,凤翔投资,920000016220 ,
泽普润泰(北京)股权投资基金管理有限公司,http://www.zepruentex.com,泽普润泰,920000017046 ,
上海展璞投资管理有限公司,http://www.zanpofund.com,展璞投资,920000039095 ,
天安数码城股权投资基金管理(深圳)有限公司,http://www.tianan-cyber.com,天安数码,920000001655 ,
上海千骥星鹤股权投资基金管理企业(有限合伙),"http://www.cneovaventures,com",千骥星鹤基金,920000028097 ,
兴业国际信托有限公司-集合信托计划,http://www.uniontrust.cn,兴业国际信托-集合信托,,
中国泛海控股集团有限公司,http://www.chinaoceanwide.com/,泛海控股集团,920000028892 ,
广州长瑞资产管理有限公司,http://www.cr-zc.com/,长瑞资产,920000022949 ,
河北浩通股权投资基金管理有限公司,http://www.haotongjijin.com,浩通投资,920000004518 ,
河南江山股权投资基金管理有限公司,http://www.hnjstz.cn,江山投资,920000044495 ,
江苏普顿股权投资基金管理有限公司,http://www.pd599.com,普顿投资,920000038953 ,
江苏紫星云资产管理有限公司,http://www.v-stars.cn,紫星云资产,920000000650 ,
广州麦巨投资有限公司,http://www.magiccapital.cn,麦巨投资,920000028874 ,
湘商财富管理有限公司,http://www.xstzkg.com/,湘商财富,920000041044 ,
深圳赛亚资本管理有限公司,http://www.saiyacapital.com,赛亚资本,920000007099 ,
上海宽奇资产管理合伙企业(有限合伙),http://www.kuanqifund.com,宽奇资产,920000054601 ,
上海中崛资产管理有限公司,http://www.zhongjuezichan.com,中崛资产,920000041908 ,
上海倍享金融信息服务有限公司,http://www.bxjingrong.com,倍享金融,920000004990 ,
智慧生活投资管理河北有限公司,http://wiselife.com.sg,河北智慧生活,920000048822 ,
上海艾云创业投资管理有限公司,Http://http://www.PEIVY.com,艾云创投,920000005318 ,
深圳前海赢方投资管理合伙企业(有限合伙),,赢方投资,,
华理创投(大连)财富管理有限公司,http://www.hualivc.com,华理创投,,
上海淳欣投资管理有限公司,http://www.chunxinfund.com,淳欣投资,920000043557 ,
四川云石企业管理咨询有限公司,http://www.yunzb.cn,云石企业管理,,
北京金慧丰投资管理有限公司,http://www.jhfinv.com,金慧丰投资,,
宁波赛伯乐投资管理有限公司,http://www.cybernaut.com.cn,宁波赛伯乐投资,920000047151 ,
北京君盛财富投资管理有限公司,http://www.jscfa.com.cn,君盛财富,920000041568 ,
青岛黄岛舜丰村镇银行股份有限公司,http://www.qdsfrb.com/,黄岛舜丰村镇银行,920000038206 ,
上海凯石投资管理有限公司,http://www.vstone.com.cn,凯石,920000034366 ,
德邦基金管理有限公司,http://www.dbfund.com.cn,德邦基金,920000058980 ,
北京广源恒通投资基金管理有限公司,http://www.gyhtfund.com,广源恒通,920000034704 ,
富德生命人寿保险股份有限公司,http://www.sino-life.com/,富德生命,920000049002 ,
深圳市波特城基金管理有限公司,http://www.portercity.cn,波特城基金,920000027367 ,
瑞银期货有限责任公司,http://www.ubsfutures.com.cn,瑞银期货,920000052368 ,
华宝兴业基金管理有限公司,http://www.fsfund.com,华宝兴业基金,920000041795 ,
无锡市新发集团有限公司,http://www.group.wnd.gov.cn,无锡市新发集团,920000011498 ,
北京金宜鼎资产管理有限公司,,金宜鼎资产,920000012267 ,
常熟华映光辉投资管理有限公司,http://www.meridiancapital.com.cn,华映光辉,920000059466 ,
深圳盛世基业基金管理有限公司,,盛世基业,920000036328 ,
北京高新成长创业投资管理有限公司,http://www.hgvc.com.cn,高新成长,920000029045 ,
河北彰德股权投资基金管理有限公司,http://www.zhangdejijin.com,彰德投资,920000062607 ,
北京领星资本管理有限公司,http://www.linkcap.cn/,领星资本,920000015091 ,
江苏中民证资产管理有限公司,http://www.jszmz.cn,中民金服,,
浙江舜正投资管理有限公司,http://www.shunzheng.com,舜正投资,920000021928 ,
中国建设银行(亚洲)股份有限公司,http://www.asia.ccb.com,建设亚洲,,
广州万孚生物技术股份有限公司(取消),http://www.wondfo.com.cn,万孚生物（取消）,,
上海云湾投资管理有限公司,http://www.bebejj.com,云湾投资,920000062496 ,
吉林昊融集团股份有限公司,http://www.jljn.com,吉林昊融集团,920000008249 ,
北京齐翔投资管理有限责任公司,http://www.tianchengziben.com,齐翔投资,920000015991 ,
包商银行股份有限公司(投资银行部),http://www.bsb.com.cn/,包商银行投资银行部,,
厦门时则股权投资管理合伙企业(有限合伙),http://www.shiweicapital.com/,时则投资,920000016914 ,
北京鼎萨投资有限公司,http://www.dingsafund.com,鼎萨投资,920000027383 ,
苏黎世保险公司,http://www.zurich.com.cn/chs/index.htm,苏黎世保险,,
中法人寿保险有限责任公司,http://www.sfli.com.cn/,中法人寿保险,920000037316 ,
深圳前海帆茂首瑞投资管理有限公司,http://www.prosnav.com/,帆茂首瑞,920000007541 ,
北京中技华软知识产权基金管理有限公司,http://www.chinasoftcapital.com,中技华软,920000034317 ,
宝钢不锈钢有限公司,http://www.baostainless.com,宝钢不锈钢,920000035085 ,
上海德存投资有限公司,http://www.decuninvestment.com,德存投资,920000017503 ,
招商期货有限公司,http://qh.newone.com.cn,招商期货,920000008698 ,
天鹰创合(苏州)投资管理有限公司,http://www.yingcapital.com,天鹰创合,920000032299 ,
郑州市娅丽达服饰有限公司,http://www.yldfs.com,娅丽达,920000043109 ,
华亚微电子(上海)有限公司,http://www.huayamicro.com/,华亚微电子,920000030715 ,
山西闻喜农村商业银行股份有限公司,http://www.wxncsyyh.com/,闻喜农商行,920000060347 ,
北京愿景投资管理有限公司,http://vcapital.mobi/,愿景投资,920000005694 ,
浙江华都控股集团股份有限公司,http://www.huadujt.com.cn/,华都控股,920000003491 ,
冠通期货有限公司,http://www.gtfutures.com.cn/,冠通期货,920000023245 ,
中辉期货有限公司,http://www.zhqh.com.cn,中辉期货,920000065274 ,
安徽军工集团控股有限公司,http://www.amig.com.cn,安徽军工集团,920000007399 ,
北京初心远景投资管理有限公司,http://www.initialvc.com,初心远景投资,920000055897 ,
上海沃威资产管理有限公司,http://www.wwamc.cn,沃威资产,920000009631 ,
斐然创业投资管理(苏州)有限公司,http://www.fuelcapitalpartners.com/,斐然创投,920000057230 ,
浙江汇吉投资有限公司,WWW.HJCF.CC,汇吉投资,920000018883 ,
北京合融佳信投资基金管理有限公司,http://www.herongjiaxin.com,合融佳信,920000062337 ,
北京龙德文创投资基金管理有限公司,,龙德文创,920000048917 ,
天津市优势创业投资管理有限公司,http://www.preipo.cn,优势投资,920000049364 ,
贵州西南基金管理有限公司,http://www.gzswfund.com,西南基金,920000009327 ,
天津蜂巢投资管理合伙企业(有限合伙),http://www.htgvc.com,蜂巢投资,920000020715 ,
西安高新技术产业风险投资有限责任公司,http://www.capitech.com.cn,西安高新投,920000037720 ,
国电英力特能源化工集团股份有限公司,http://www.younglight.com.cn,国电英力特集团,920000047869 ,
福建锦江科技有限公司,http://www.cjjtech.com,福建锦江科技,920000025778 ,
上海席锦投资管理有限公司,http://brillix.cn/,席锦投资,920000041753 ,
武汉融创天下投资发展有限公司,http://www.rchpz.com/,融创天下,920000062012 ,
中国建材国际工程集团有限公司,http://www.ctiec.net/index.jsp,中国建材国际,920000024393 ,
中信并购基金管理有限公司,http://www.goldstone-investment.com/,中信并购,920000031473 ,
上海华岭智康投资管理有限公司,http://www.chinasummit.com.cn,华岭智康,920000006135 ,
中农高科(北京)科技产业投资管理有限公司,http//www.afcfund.com,北京中农高科,920000026257 ,
新余中鼎创富投资管理中心(有限合伙),http://www.zdcf.com.cn,中鼎创富,920000061119 ,
成都汇阳投资顾问有限公司,http://www.hy5188.com,汇阳,920000028458 ,
广州金贝壳投资有限公司,jbkwxt.cn619.com,金贝壳,920000020437 ,
宜正(厦门)股权投资基金管理有限公司,http://www.e-sun.com.cn,宜正金控,920000032050 ,
北京凌通盛泰投资管理中心(有限合伙),http://www.ltjztz.com,凌通盛泰,920000029967 ,
四川丰盛泓宇投资咨询有限公司,http://www.irich360.com,泓宇投资,920000025945 ,
青岛天时海洋石油装备有限公司,http://www.tscoffshore.com/cn,青岛天时海洋石油装备,920000061149 ,
君盛投资管理有限公司,http://www.junsancapital.com,君盛投资,920000009052 ,
重庆新天泽股权投资基金管理有限公司,http://www.xtzfund.com/,新天泽投资,920000019385 ,
中庆富佳(北京)资产管理有限公司,http://www.zqfj.com.cn,中庆富佳,920000034683 ,
上海平易股权投资有限公司,http://www.ezpe.cn,平易投资,920000024356 ,
广州西域投资管理中心(有限合伙),,西域投资,,
深圳市远致富海投资管理有限公司,http://www.szpema.com,远致富海,920000030918 ,
浙江巴沃资产管理有限公司,http://www.bwzbgl.com,巴沃资产,920000061238 ,
上海君耀投资管理咨询合伙企业(有限合伙),http://www.junyaoinvestments.com.cn,君耀投资,920000043167 ,
东方信联科技有限公司,http://www.telestonecorp.com/,东方信联,,
新华悦动传媒,http://www.xfmedia.cn/,新华悦动传媒,,
中星微电子,http://www.vimicro.com,中星微电子,,
纳伟仕智能集团有限公司,http://www.nivsgroup.com,纳伟仕,,
润木财富投资管理集团有限公司,http://www.toudaibao.cn,润木财富,920000051556 ,
陕西中城和谐投资管理有限公司,http://www.curafund.com,中城和谐,,
广州市狮峰投资有限公司,http://www.shifengfund.com,狮峰投资,920000018299 ,
深圳市前海香江金融控股集团有限公司,http://www.heungkong.com/finance/,深圳前海香江金融控股,920000048886 ,
迁安市九江线材有限责任公司,http://www.qajjxc.cn/index.html,九江线材,920000037007 ,
第一证券(香港)有限公司,http://www.firstsechk.com/zh/,第一证券（香港）,,
兵工财务有限责任公司,http://www.norfico.com.cn,兵工财务,920000200514 ,
深圳市中天财富投资管理有限公司,http://www.zhongtian.net.cn,中天财富,920000016484 ,
重庆中冶泊达股权投资基金管理有限公司,http://www.zhongyetz.com,中冶泊达,920000037704 ,
北京腾业创业投资管理有限公司,http://www.tengye-vc.com,腾业创投,920000059629 ,
辽宁志城股权投资基金管理有限公司,http://www.jijin158.com,志城投资,920000057155 ,
凯鹏华盈(天津)股权投资管理合伙企业(有限合伙),http://www.kpcb.com,凯鹏华盈,920000035490 ,
重庆恒锐源股权投资基金管理有限公司,http://www.chinahry.com,恒锐源投资,920000035502 ,
深圳秦风股权投资基金管理有限公司,http://www.jxqfls.com,秦风投资,920000063912 ,
上海传璞投资管理有限公司,http://www.chuanputouzi.com,传璞投资,920000058471 ,
深圳新华信通资产管理有限公司,http://www.ncw-china.com,新华信通,920000008262 ,
南京聚沙投资管理有限公司,http://www.njjusha.com,聚沙投资,920000012464 ,
上海同量投资管理有限公司,http://www.shtl123.com/,同量投资,920000028151 ,
首创方舟投资管理(北京)有限公司,http://www.beijing-capital.com/,首创方舟,920000048604 ,
北京正道永成投资管理有限公司,http://www.zdyc6com正在工信部备案中,正道永成,920000047921 ,
北京北达新兴能源投资基金管理有限公司,http://18086114.63.sqnet.cn/index.aspx,北达新兴,920000036166 ,
吉林九台农村商业银行股份有限公司,http://www.jtnsh.com/,吉林九台农商行,920000059189 ,
河北省农村信用社联合社,http://www.hebnx.com,河北省农联社,,
海南省农村信用社联合社,http://www.hainanbank.com.cn,海南省农联社,920000047589 ,
盛达期货有限公司,http://www.sdfutures.com.cn,盛达期货,920000019193 ,
浙江中财明利投资有限公司,http://www.zhongcaimingli.com,中财明利,,
青岛尚道投资管理有限公司,http://www.sdaovc.com,青岛尚道投资,,
北京中睿融创投资基金管理有限公司,http://www.suncorps.cn,北京中睿融创,920000036326 ,
诺恩(北京)投资管理有限公司,http://www.noblera.com,诺恩投资,920000007178 ,
哈尔滨市天琪创业投资企业(有限合伙),http://www.tqtz.com.cn,天琪创业,920000039874 ,
上海汇功创业投资有限公司,http://www.hgicgroup.com,汇功创业,920000031546 ,
汇金创远(北京)投资管理有限公司,http://www.hjcy.cc,汇金创远,920000054276 ,
上海汇华实业有限公司,4075069.71ab.com,上海汇华实业,920000050497 ,
广东瑞天投资管理有限公司,http://www.chinarater.com/index.asp,瑞天,920000045051 ,
上海中财国发股权投资基金管理有限公司,http://www.chinacfgf.com/index.html,中财国发,920000013304 ,
北京中环财富国际投资管理有限公司,http://www.zhcf288.com,中环财富,920000030752 ,
金利丰证券有限公司,http://www.kingston.com.hk,金利丰证券,,
常州市交通产业集团有限公司,http://www.czjt.gov.cn,常州市交通产业集团,920000005379 ,
上海七石投资管理有限公司,http://www.sevenstoner.com,七石投资,920000066119 ,
北京瀚华资本管理有限公司,http://www.hanhua.com,瀚华资本,920000056315 ,
北京人人金服投资管理有限公司,http://www.sofund.com,人人金服,920000063623 ,
辽宁宽甸农村商业银行股份有限公司,http://www.kdrcb.com,宽甸农商银行,920000028713 ,
淮北市倚天投资有限公司,http://www.yefei999.com,倚天投资,920000042853 ,
中信信托有限责任公司,http://trust.ecitic.com,中信信托,920000048285 ,
天津泰达投资控股有限公司,http://www.teda.com.cn,天津泰达投资控股,920000047669 ,
东吴基金管理有限公司,http://www.scfund.com.cn,东吴基金,920000054037 ,
中国石油化工集团公司,http://www.sinopecgroup.com.cn,中国石油化工集团,920000026721 ,
上海骐邦投资管理有限公司,http://www.7banginvest.com,骐邦投资,920000008739 ,
北京马曼然资产管理有限公司,http://www.niujintz.com,马曼然资产,920000019966 ,
济南四建(集团)有限责任公司,http://www.jnsj.com.cn/,济南四建,920000043045 ,
济南热力有限公司,http://www.jnreli.com/,济南热力,920000005630 ,
江苏句容农村商业银行股份有限公司,http://www.jrnsh.net/,江苏句容农商行,920000032785 ,
合肥科技农村商业银行股份有限公司,http://www.hfrcbc.com,合肥科技农村商业银行,920000040482 ,
优选资本管理有限公司,http://www.youxuanziben.com/,优选资本,920000058556 ,
宁波泰岳梧桐投资管理有限公司,http://www.ultrapowerfund.com,泰岳梧桐,920000032821 ,
广东澄澈投资管理有限公司,http://www.chengcheinvest.com,澄澈投资,920000029526 ,
上海容圣投资管理有限公司,http://www.lhbaozang.com,容圣投资,920000055264 ,
山西金管家投资管理有限公司,http://www.jgjtz.net,金管家投资,920000054893 ,
赛伯乐投资集团有限公司,http://www.cybernaut.com.cn,赛伯乐投资集团,920000003964 ,
信诚基金管理有限公司,http://www.citicprufunds.com.cn,信诚基金,920000019722 ,
天津汇理富资产管理有限公司,http://www.huilifu.com,汇理富资产,920000012984 ,
农银人寿保险股份有限公司,http://www.abchinalife.cn,农银人寿,920000050185 ,
江苏丰县农村商业银行股份有限公司,http://www.fxrcb.com.cn/,江苏丰县农商行,920000030069 ,
成都中铁隆工程有限公司,http://www.ranken.com.cn/,中铁隆,,
东方汇智资产管理有限公司,http://www.orient-minerva.com/,东方汇智,920000015253 ,
中天富澳(北京)投资基金管理有限公司,http://www.ztfao.com,中天富澳,920000021139 ,
西藏硅谷天堂琨御投资管理有限公司,http://www.ggttvc.com,硅谷天堂琨御,920000003554 ,
广州市艺蓝投资管理有限公司,http://www.hufund.cn,艺蓝投资,920000041335 ,
中建投租赁有限公司,http://www.jicleasing.cn,中建投租赁,,
国民信托有限公司,http://www.natrust.cn,国民信托,920000052470 ,
中泰信托有限责任公司,http://www.zhongtaitrust.com,中泰信托,920000036280 ,
上海从容投资管理有限公司,http://www.congrongfund.com,从容,920000046669 ,
上海柯正资产管理有限公司,http://www.cogentcapital.cn,柯正资产,920000042342 ,
馨富(上海)投资咨询管理有限公司,http://www.xfzb599.com,馨富投资,920000017764 ,
上海知音创业股权投资管理有限公司,http://www.investonline.sh.cn,知音创投,920000060483 ,
深圳金石资产管理中心(有限合伙),http://www.goldstone.com.cn,金石资产,,
上海优棠投资管理有限公司,http://www.udumbara.org.cn/,优棠投资,920000041998 ,
深圳同策股权投资管理有限公司,http://www.tongcapital.com,同策投资,920000004813 ,
江苏天乙金谷新兴产业投资股份公司,http://www.seewuxi.com/,天乙金谷,920000059879 ,
浙江杭州余杭农村商业银行股份有限公司,http://www.yhrcb.com/,余杭农村商业银行,920000065988 ,
蒙自沪农商村镇银行股份有限公司,http://mengz.srcbcz.com/index.shtml,蒙自沪农商村镇银行,920000001255 ,
广东信实资产管理有限公司,http://www.xscf168.com/,广东信实资产,920000036058 ,
浙江泰顺温银村镇银行股份有限公司,http://www.tswyrb.com/,泰顺温银村镇银行,920000050953 ,
内江兴隆村镇银行股份有限公司,http://www.njxlrb.com/,内江兴隆村镇银行,920000045093 ,
辽阳银行股份有限公司,http://www.bankofliaoyang.net,辽阳银行,920000012243 ,
中国财产再保险有限责任公司,http://www.cpcr.com.cn,中国财产再保险,920000059409 ,
中银集团保险有限公司,http://www.bocgroup.com/bocg-ins,中银集团保险,,
海际证券有限责任公司,http://www.haijizq.com,海际证券,920000025376 ,
深圳澳银资本管理有限公司,http://www.cac-capital.com,澳银资本,920000027669 ,
浙江海宁农村商业银行股份有限公司,http://www.zjhnrb.com/,海宁农商银行,920000045848 ,
吉林省银联股权投资基金管理有限公司,http://ylgqjj.com,银联投资基金,920000036371 ,
东莞银行股份有限公司,http://www.dongguanbank.cn,东莞银行,920000009562 ,
中国华能财务有限责任公司,http://www.chnfcl.com.cn,中国华能财务,920000035727 ,
深圳市盛世景投资有限公司,http://www.sensegain.com,深圳盛世景投资,920000025413 ,
上海尚运资产管理有限公司,http://www.shsyzc.com,尚运资产,920000064408 ,
北京互联创新工场投资管理有限公司,http://www.chuangxin.com,互联创新,920000064001 ,
江苏建湖农村商业银行股份有限公司,http://www.jhrcbank.com/,建湖农村商业银行,920000010067 ,
华安财产保险股份有限公司,http://www.sinosafe.com.cn/,华安保险,920000018752 ,
运城市鑫润投资咨询有限公司,http://www.xrtz.net/,鑫润投资,920000004867 ,
天津汇鑫创富股权投资基金管理有限公司,http://www.behycapital.com,汇鑫创富,920000051990 ,
南京协立投资管理有限公司,http://www.sharelink-vc.com,协立投资,920000028046 ,
重庆市江北嘴股权投资基金管理有限公司,http://www.jfund.cqcbd-jbc.com,江北嘴投资,920000054715 ,
广西世纪红榕创业投资有限公司,http://www.hr-invest.com,世纪红榕,920000041692 ,
成都绎达成长投资管理有限公司,http://www.edac.com.cn,绎达成长,920000029927 ,
贵州贵投资产管理有限公司,http://www.guotou.org,贵投资产,920000049730 ,
上海汇石投资管理有限公司,http://www.histtone.com,汇石投资,920000049269 ,
北京光彩兴业国际投资管理有限公司,http://www.gcxytz.com,光彩兴业,920000014708 ,
北京蓝涛投资基金管理有限公司,http://www.lantaoii.com,蓝涛投资,920000020481 ,
上海朗荣投资管理有限公司,http://www.anxinmai.com,朗荣投资,920000031607 ,
黑龙江信诚财富投资咨询服务有限公司,http://www.creditfortune.net,信诚财富,920000004202 ,
湖南天翊达私募基金管理有限公司,http://www.pzzxtg.com,天翊达私募,920000057499 ,
昆士兰联保保险有限公司,http://www.qbe.com.hk/Insurance,昆士兰联保,,
先锋科技资产管理(大连)有限公司,http://www.xianfengqiguan.com,先锋科技资产,920000036571 ,
前海人寿保险股份有限公司,http://www.foresealife.com,前海人寿保险,920000001155 ,
上海映雪投资管理中心(有限合伙),http://www.snowlightcapital.com/default,映雪投资,920000010087 ,
广东惠正投资管理有限公司,http://www.gdhztz.com.cn/,惠正投资,920000000161 ,
上海信璞投资管理有限公司,http://www.simplewayrm.com/,信璞投资,920000040418 ,
大冶有色金属集团财务有限责任公司,http://www.dyyscwgs.com,大冶有色金属集团财务,920000048403 ,
盛康(北京)股权投资基金管理有限公司,http://www.bjyxsk.com,盛康投资,920000019566 ,
平安银行股份有限公司上海分行,http://www.pingan.com/,平安银行上海分行,,
深圳市柏恩投资有限责任公司,http://www.bf380.com,柏恩,920000005396 ,
深圳市赤子之心资产管理有限公司,http://www.pureheartcapital.com,深圳市赤子之心资产管理,,
交银施罗德基金管理有限公司,http://www.fund001.com,交银施罗德基金,920000036834 ,
北京银建投资公司,http://www.yinjian.com.cn,北京银建投资,920000034215 ,
湖南粮食集团有限责任公司,http://www.hngraingroup.com,湖南粮食,920000052221 ,
新誉集团有限公司,http://www.newunited.com.cn,新誉集团,920000004604 ,
富丽达集团控股有限公司,http://www.hzfulida.com/,富丽达集团,920000035756 ,
北京富华创新科技发展有限责任公司,http://www.jrj.com.cn,富华创新科技,,
深圳市至金投资管理有限公司,http://www.up-golden.com.cn,至金投资,920000004772 ,
四川众恒股权投资基金管理有限公司,sczhfund.com,众恒投资,920000013205 ,
招商银行股份有限公司福州分行,http://branch.cmbchina.com/0591.htm,招行福州分行,,
经济通通讯社,http://www.etnet.com.cn,经济通,,
澳新银行(中国)有限公司,http://www.anz.com,澳新中国,,
广州中值投资管理有限公司,http://www.zzpe.com.cn/,中值投资,920000058003 ,
深圳市东方远见投资顾问有限公司,http://www.evinvest.com.cn,深圳市东方远见投资顾问,,
上海和衡实业投资发展有限公司,http://www.shheheng.com,和衡,920000060236 ,
上海鼎锋资产管理有限公司,http://www.dfasset.com,鼎锋资产,920000005170 ,
成都鼎陶朱辉投资管理有限责任公司,http://www.cddtzh.com,鼎陶朱辉,920000032144 ,
深圳中睿合银投资管理有限公司,http://www.chinassic.com,中睿合银,920000057830 ,
江苏嘉钰新能源技术有限公司,http://www.jynp.cn/,嘉钰新能源,920000060926 ,
九龙仓集团有限公司,http://www.wharfholdings.com,九龙仓集团,,
南京市国有资产投资管理控股(集团)有限责任公司,http://www.njgzjt.com.cn,南京市国资投资管理控股(集团),920000022714 ,
北京瑞科嘉银投资基金管理有限公司,http://www.rk-fund.com,嘉银投资,920000024087 ,
河南万融股权投资基金有限公司,http://www.wrjijin.om,河南万融投资,920000022044 ,
杭商资产管理(杭州)有限公司,http://www.hangshangcapital.com/index.php,杭商资产,920000003453 ,
浙江博将资产管理有限公司,http://www.bojcf.com/,博将资产,920000065879 ,
深圳市前海弘源资本管理有限公司,http://www.hongyuanvc.com,弘源资本,920000021918 ,
甘肃银行股份有限公司,http://www.gsbankchina.com,甘肃银行,920000039663 ,
浙江台州椒江农村合作银行,http://www.jjnhh.com,浙江台州椒江农行,920000011114 ,
广州市昕华资产管理有限公司,http://www.xinhuazichan.com,昕华资产,920000018371 ,
深圳茂硕投资发展有限公司,http://www.mosocapital.com,茂硕投资,920000052994 ,
苏州国际发展集团有限公司,http://www.gf.suzhou.gov.cn/,苏州国际发展,920000037053 ,
华联财务有限责任公司,http://www.hualianfc.com,华联财务,,
陕西秦商投资管理有限公司,http://www.qinshangtz.com,秦商投资,920000022842 ,
上海睿信创业投资合伙企业(有限合伙),http://www.risingfund.com.cn,上海睿信创投,920000066379 ,
深圳凯建宏投资管理有限公司,http://www.kjhinvestco.com,凯建宏投资,920000014153 ,
北京宝汇融投资管理中心(有限合伙),,宝汇融投资,920000024575 ,
天津金朝汇通股权投资基金管理有限公司,http://www.jinzhaorong.com,金朝汇通,920000007984 ,
深圳市富诺基金管理有限公司,http://www.funuofund.com,富诺基金,920000019658 ,
深圳市国银资本投资管理有限公司,http://www.statefortune.com.cn/,国银资本,920000003988 ,
中基东方(北京)股权投资基金管理有限公司,http://www.zjdfbj.com,中基东方,920000048183 ,
深圳市安顺康基金管理有限公司,http://www.askfund.cn,安顺康基金,920000027024 ,
北京九沐资本管理有限公司,http://www.jiumuziben.com,九沐资本,920000055967 ,
凯聪(北京)投资管理有限公司,http://www.kccapm.com/,凯聪投资,920000000809 ,
上海十禾资产管理有限公司,http://www.twassets.com,十禾资产,920000062764 ,
山西华商盛天城市投资建设有限公司,http://www.华商盛天.com/,华商盛天,920000053822 ,
保定市市区农村信用合作联社,bdnls@163.com,保定市农村信用社,920000041661 ,
哈尔滨好家庭股权投资基金管理有限公司,http://www.hjtsmjj.com,好家庭投资,920000004039 ,
河南量子资产管理有限公司,http://www.quantum-v.cn,量子资产,920000038535 ,
江西和同资产管理有限公司,http://www.hetongcapital.cn,和同资产,920000047014 ,
中国冶金科工集团有限公司,http://www.mcc.com.cn,中冶集团,920000093570 ,
中国农业发展银行,http://www.adbc.com.cn,中国农业发展银行,920000031121 ,
上海豫之兴股权投资基金有限公司,http://www.zgyzx.com,豫之兴投资,920000037050 ,
上海熙羚投资管理有限公司,http://www.cheeringcapital.com,熙羚投资,920000046258 ,
深圳前海浦利德投资管理咨询有限公司,http://www.shenzhenpld.com,浦利德投资,920000007940 ,
中银国际期货有限责任公司,http://www.zygjqh.com,中银国际期货,920000051453 ,
湖南方中投资管理有限公司,http://www.hnfztz.com/Default.html#,方中投资,920000045039 ,
河南有线电视网络集团有限公司,http://www.henancatv.com/,河南有线,920000044779 ,
中国联合水泥集团有限公司,http://www.cucc.com.cn/,中国联合水泥,920000008090 ,
山西合成橡胶集团有限责任公司,http://www.lxsx.chemchina.com/snjt/index.htm,山西合成橡胶集团,920000060219 ,
吉林省融鼎股权投资基金管理有限公司,http://www.rdfund.net,融鼎投资,920000058155 ,
惠誉基金管理有限公司,http://www.yljt.net.cn/,惠誉基金,920000066069 ,
中石油专属财产保险股份有限公司,http://cnpcci.cnpc.com.cn,中石油自保公司,920000000292 ,
杭州峥战投资管理有限公司,,峥战投资,920000026851 ,
上海钰茂投资管理有限公司,http://www.jp-fund.com,钰茂投资,,
武汉福星生物药业有限公司,http://www.fxswyy.com,武汉福星生物药业,920000061788 ,
深圳市前海青松创业投资基金管理企业(有限合伙),http://www.qingsongfund.com,前海青松创投,920000010340 ,
上海汉鲨金融信息服务有限公司,http://www.hsinvestchina.com,汉鲨金融,920000008950 ,
光大常春藤投资管理(上海)有限公司,http://www.ebscn.com,光大常春藤投资,920000065759 ,
深圳市前海安联财富管理有限公司,http://www.anlianwm.com,安联财富,920000043597 ,
加拿大国民银行,http://www.nbc.ca/,加拿大银行,,
中诚信(天津)资产管理有限公司,http://www.tjzcx.com,中诚信资产,920000049931 ,
金城集团有限公司,http://www.jincheng.com/,金城集团,920000043274 ,
上海海昊投资管理有限公司,http://www.haihaofund.com,海昊,920000020046 ,
上海帝臣资产管理有限公司,http://www.dececapital.com,帝臣资产,920000041961 ,
上海统略资产管理有限公司,http://www.united-strategies.com,统略资产,920000002196 ,
美国彭博资讯公司,http://www.bloomberg.com,彭博资讯,,
昆明钢铁集团有限责任公司,http://www.ynkg.com,昆明钢铁集团,920000007880 ,
中原期货股份有限公司,http://www.zyfutures.com,中原期货,920000004452 ,
大有期货有限公司,http://www.dayouf.com,大有期货,920000047048 ,
长城基金管理有限公司,http://www.ccfund.com.cn,长城基金,920000037406 ,
上海百赢投资有限公司,http://www.byvc.cn,百赢投资,920000002922 ,
上海慧动域投资中心(有限合伙),http://www.thearenacapital.com,慧动域投资,920000031759 ,
财达证券股份有限公司,http://www.s10000.com,财达证券,920000001491 ,
胜利新大实业集团有限公司,http://www.frpxd.cn,胜利新大实业,920000032280 ,
四川省交通投资集团有限责任公司,http://www.scjtgroup.com,四川省交通投资集团,920000048040 ,
北京长和世纪资产管理有限公司,http://www.euamc.com/,长和资产,920000001035 ,
中宣(天津)资产管理有限公司,http://www.zxzch.com,中宣资产,920000006994 ,
北京玖悦投资管理有限公司,http://www.jycapital.com,玖悦投资,920000042882 ,
四川久远新方向智能科技有限公司,http://www.fornew.com.cn/,四川久远,920000034225 ,
深圳国鑫创沅资本管理有限责任公司,http://www.gxfund.net,国鑫创沅,920000012775 ,
常州凯达重工科技有限公司,http://www.kaidaroll.com,凯达重工,920000000913 ,
上海兆顺投资有限公司,http://www.zhaoshuncapital.com,兆顺投资,920000013857 ,
江苏大丰农村商业银行股份有限公司,http://www.dfrcb.com/、bgs@dfrcb.com,江苏大丰农商行,920000051690 ,
彬县煤炭有限责任公司,http://www.bx-mt.com,彬县煤炭,920000036764 ,
湖北中融易金股权投资基金管理有限公司,http://www.hbzryj.com,中融易金,920000016958 ,
远大医药(中国)有限公司,http://www.grandpharma.cn/,远大医药,920000022857 ,
鹰潭鼎信智赢投资管理有限公司,http://www.dgwfund.com,鹰潭鼎信智赢,920000014249 ,
澳新银行,http://www.anz.com.au/,澳新银行,,
